ID,Category,Series,Model,Name,Tsubaki_Code,Spec_pitch_mm,Spec_pitch_inch,Spec_strands,Spec_tensile_strength_kn,Spec_allowable_load_kn,Spec_weight_kg_per_m,Spec_material,Spec_temperature_range,Spec_surface_treatment,Features,Applications,Spec_lubrication,Spec_corrosion_resistance,Spec_strength_improvement,Spec_compatible_chain,Spec_tooth_count,Spec_pitch_diameter_mm,Spec_outside_diameter_mm,Spec_hub_type,Spec_hub_name,Spec_max_bore_mm,Spec_hardness,Spec_width_mm,Spec_roller_type,Spec_max_allowable_load_kn,Spec_tooth_profile,Spec_cord,Spec_max_speed_mps,Spec_reduction_ratio,Spec_input_power_kw,Spec_output_torque_nm,Spec_backlash_arcmin,Spec_efficiency_percent,Spec_rated_torque_nm,Spec_bore_range_mm,Spec_coupling_type,Spec_max_rpm,Spec_thrust_kn,Spec_stroke_mm,Spec_speed_mm_per_min,Spec_positioning_accuracy,Spec_height_mm,Spec_bend_radius_mm,Spec_material_name
TSK_0063,Drive Chain,Super,SP40-1,Super SP40 High Strength Chain,SP40-1-SUPER,12.7,,1.0,50.3,13.1,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0064,Drive Chain,Super,SP40-2,Super SP40 Double Strand High Strength Chain,SP40-2-SUPER,12.7,,2.0,85.50999999999999,22.27,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0065,Drive Chain,Super,SP50-1,Super SP50 High Strength Chain,SP50-1-SUPER,15.875,,1.0,79.1,23.1,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0066,Drive Chain,Super,SP50-2,Super SP50 Double Strand High Strength Chain,SP50-2-SUPER,15.875,,2.0,134.47,39.27,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0067,Drive Chain,Super,SP60-1,Super SP60 High Strength Chain,SP60-1-SUPER,19.05,,1.0,113.4,32.0,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0068,Drive Chain,Super,SP60-2,Super SP60 Double Strand High Strength Chain,SP60-2-SUPER,19.05,,2.0,192.78,54.4,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0069,Drive Chain,Super,SP80-1,Super SP80 High Strength Chain,SP80-1-SUPER,25.4,,1.0,202.5,53.4,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0070,Drive Chain,Super,SP80-2,Super SP80 Double Strand High Strength Chain,SP80-2-SUPER,25.4,,2.0,344.25,90.78,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0071,Drive Chain,Super,SP100-1,Super SP100 High Strength Chain,SP100-1-SUPER,31.75,,1.0,316.0,82.0,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0072,Drive Chain,Super,SP100-2,Super SP100 Double Strand High Strength Chain,SP100-2-SUPER,31.75,,2.0,537.1999999999999,139.4,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0073,Drive Chain,Super,SP120-1,Super SP120 High Strength Chain,SP120-1-SUPER,38.1,,1.0,455.2,110.5,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0074,Drive Chain,Super,SP120-2,Super SP120 Double Strand High Strength Chain,SP120-2-SUPER,38.1,,2.0,773.8399999999999,187.85,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0075,Drive Chain,Super,SP140-1,Super SP140 High Strength Chain,SP140-1-SUPER,44.45,,1.0,619.7,146.3,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0076,Drive Chain,Super,SP140-2,Super SP140 Double Strand High Strength Chain,SP140-2-SUPER,44.45,,2.0,1053.49,248.71,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0077,Drive Chain,Super,SP160-1,Super SP160 High Strength Chain,SP160-1-SUPER,50.8,,1.0,810.0,192.7,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, 1-2 Size Reduction, Heat Treated, Ultra Strong","Heavy Machinery, Mining, Steel Mills, High Load",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0078,Drive Chain,Super,SP160-2,Super SP160 Double Strand High Strength Chain,SP160-2-SUPER,50.8,,2.0,1377.0,327.59,,High Carbon Steel,-20°C to 150°C,Heat Treated,"162% Higher Load, Double Strength, Heat Treated, Maximum Power","Ultra Heavy Duty, Mining Equipment, Steel Processing",,,162% vs Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0079,Drive Chain,Stainless Steel,SS40-1,Stainless SS40 SUS304 Chain,SS40-1-SUS304,12.7,,1.0,28.0,7.3,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0080,Drive Chain,Stainless Steel,SS40-2,Stainless SS40 SUS304 Double Strand Chain,SS40-2-SUS304,12.7,,2.0,47.6,12.41,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0081,Drive Chain,Stainless Steel,SS50-1,Stainless SS50 SUS304 Chain,SS50-1-SUS304,15.875,,1.0,44.0,12.9,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0082,Drive Chain,Stainless Steel,SS50-2,Stainless SS50 SUS304 Double Strand Chain,SS50-2-SUS304,15.875,,2.0,74.8,21.93,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0083,Drive Chain,Stainless Steel,SS60-1,Stainless SS60 SUS304 Chain,SS60-1-SUS304,19.05,,1.0,63.1,17.8,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0084,Drive Chain,Stainless Steel,SS60-2,Stainless SS60 SUS304 Double Strand Chain,SS60-2-SUS304,19.05,,2.0,107.27,30.26,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0085,Drive Chain,Stainless Steel,SS80-1,Stainless SS80 SUS304 Chain,SS80-1-SUS304,25.4,,1.0,112.5,29.7,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0086,Drive Chain,Stainless Steel,SS80-2,Stainless SS80 SUS304 Double Strand Chain,SS80-2-SUS304,25.4,,2.0,191.25,50.489999999999995,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0087,Drive Chain,Stainless Steel,SS100-1,Stainless SS100 SUS304 Chain,SS100-1-SUS304,31.75,,1.0,175.8,45.6,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0088,Drive Chain,Stainless Steel,SS100-2,Stainless SS100 SUS304 Double Strand Chain,SS100-2-SUS304,31.75,,2.0,298.86,77.52,,Stainless Steel SUS304,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0089,Drive Chain,Stainless Steel,SS40L-1,Stainless SS40L SUS316L Chain,SS40L-1-SUS316L,12.7,,1.0,31.1,8.1,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0090,Drive Chain,Stainless Steel,SS40L-2,Stainless SS40L SUS316L Double Strand Chain,SS40L-2-SUS316L,12.7,,2.0,52.870000000000005,13.77,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0091,Drive Chain,Stainless Steel,SS50L-1,Stainless SS50L SUS316L Chain,SS50L-1-SUS316L,15.875,,1.0,48.9,14.3,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0092,Drive Chain,Stainless Steel,SS50L-2,Stainless SS50L SUS316L Double Strand Chain,SS50L-2-SUS316L,15.875,,2.0,83.13,24.310000000000002,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0093,Drive Chain,Stainless Steel,SS60L-1,Stainless SS60L SUS316L Chain,SS60L-1-SUS316L,19.05,,1.0,70.1,19.8,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0094,Drive Chain,Stainless Steel,SS60L-2,Stainless SS60L SUS316L Double Strand Chain,SS60L-2-SUS316L,19.05,,2.0,119.16999999999999,33.660000000000004,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0095,Drive Chain,Stainless Steel,SS80L-1,Stainless SS80L SUS316L Chain,SS80L-1-SUS316L,25.4,,1.0,125.0,33.0,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0096,Drive Chain,Stainless Steel,SS80L-2,Stainless SS80L SUS316L Double Strand Chain,SS80L-2-SUS316L,25.4,,2.0,212.5,56.1,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0097,Drive Chain,Stainless Steel,SS100L-1,Stainless SS100L SUS316L Chain,SS100L-1-SUS316L,31.75,,1.0,195.3,50.7,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, High Temperature, Food Safe, Chemical Resistant","Food Processing, Chemical, Marine, High Temperature",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0098,Drive Chain,Stainless Steel,SS100L-2,Stainless SS100L SUS316L Double Strand Chain,SS100L-2-SUS316L,31.75,,2.0,332.01,86.19,,Stainless Steel SUS316L,-200°C to 400°C,Passivated,"Corrosion Proof, Double Strength, High Temperature, Food Safe","Heavy Food Processing, Chemical Plant, Marine Heavy Duty",,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSK_0099,Sprocket,ANSI #25,SP25-10T-A,#25 Chain Sprocket 10 Teeth Type A,SP25-10T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,10.0,20.21,24.18,A,Plain Bore,12.1,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0100,Sprocket,ANSI #25,SP25-10T-B,#25 Chain Sprocket 10 Teeth Type B,SP25-10T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,10.0,20.21,24.18,B,Finished Bore,14.1,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0101,Sprocket,ANSI #25,SP25-12T-A,#25 Chain Sprocket 12 Teeth Type A,SP25-12T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,12.0,24.26,28.22,A,Plain Bore,14.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0102,Sprocket,ANSI #25,SP25-12T-B,#25 Chain Sprocket 12 Teeth Type B,SP25-12T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,12.0,24.26,28.22,B,Finished Bore,17.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0103,Sprocket,ANSI #25,SP25-15T-A,#25 Chain Sprocket 15 Teeth Type A,SP25-15T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,15.0,30.32,34.29,A,Plain Bore,18.2,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0104,Sprocket,ANSI #25,SP25-15T-B,#25 Chain Sprocket 15 Teeth Type B,SP25-15T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,15.0,30.32,34.29,B,Finished Bore,21.2,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0105,Sprocket,ANSI #25,SP25-17T-A,#25 Chain Sprocket 17 Teeth Type A,SP25-17T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,17.0,34.36,38.33,A,Plain Bore,20.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0106,Sprocket,ANSI #25,SP25-17T-B,#25 Chain Sprocket 17 Teeth Type B,SP25-17T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,17.0,34.36,38.33,B,Finished Bore,24.1,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0107,Sprocket,ANSI #25,SP25-19T-A,#25 Chain Sprocket 19 Teeth Type A,SP25-19T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,19.0,38.4,42.37,A,Plain Bore,23.0,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0108,Sprocket,ANSI #25,SP25-19T-B,#25 Chain Sprocket 19 Teeth Type B,SP25-19T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,19.0,38.4,42.37,B,Finished Bore,26.9,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0109,Sprocket,ANSI #25,SP25-21T-A,#25 Chain Sprocket 21 Teeth Type A,SP25-21T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,21.0,42.45,46.42,A,Plain Bore,25.5,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0110,Sprocket,ANSI #25,SP25-21T-B,#25 Chain Sprocket 21 Teeth Type B,SP25-21T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,21.0,42.45,46.42,B,Finished Bore,29.7,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0111,Sprocket,ANSI #25,SP25-25T-A,#25 Chain Sprocket 25 Teeth Type A,SP25-25T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,25.0,50.53,54.5,A,Plain Bore,30.3,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0112,Sprocket,ANSI #25,SP25-25T-B,#25 Chain Sprocket 25 Teeth Type B,SP25-25T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,25.0,50.53,54.5,B,Finished Bore,35.4,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0113,Sprocket,ANSI #25,SP25-30T-A,#25 Chain Sprocket 30 Teeth Type A,SP25-30T-A,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,30.0,60.64,64.61,A,Plain Bore,36.4,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0114,Sprocket,ANSI #25,SP25-30T-B,#25 Chain Sprocket 30 Teeth Type B,SP25-30T-B,6.35,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#25,30.0,60.64,64.61,B,Finished Bore,42.4,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0115,Sprocket,ANSI #35,SP35-10T-A,#35 Chain Sprocket 10 Teeth Type A,SP35-10T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,10.0,30.32,36.27,A,Plain Bore,18.2,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0116,Sprocket,ANSI #35,SP35-10T-B,#35 Chain Sprocket 10 Teeth Type B,SP35-10T-B,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,10.0,30.32,36.27,B,Finished Bore,21.2,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0117,Sprocket,ANSI #35,SP35-12T-A,#35 Chain Sprocket 12 Teeth Type A,SP35-12T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,12.0,36.38,42.34,A,Plain Bore,21.8,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0118,Sprocket,ANSI #35,SP35-12T-B,#35 Chain Sprocket 12 Teeth Type B,SP35-12T-B,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,12.0,36.38,42.34,B,Finished Bore,25.5,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0119,Sprocket,ANSI #35,SP35-15T-A,#35 Chain Sprocket 15 Teeth Type A,SP35-15T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,15.0,45.48,51.43,A,Plain Bore,27.3,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0120,Sprocket,ANSI #35,SP35-15T-B,#35 Chain Sprocket 15 Teeth Type B,SP35-15T-B,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,15.0,45.48,51.43,B,Finished Bore,31.8,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0121,Sprocket,ANSI #35,SP35-17T-A,#35 Chain Sprocket 17 Teeth Type A,SP35-17T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,17.0,51.54,57.5,A,Plain Bore,30.9,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0122,Sprocket,ANSI #35,SP35-17T-B,#35 Chain Sprocket 17 Teeth Type B,SP35-17T-B,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,17.0,51.54,57.5,B,Finished Bore,36.1,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0123,Sprocket,ANSI #35,SP35-19T-A,#35 Chain Sprocket 19 Teeth Type A,SP35-19T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,19.0,57.61,63.56,A,Plain Bore,34.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0124,Sprocket,ANSI #35,SP35-19T-B,#35 Chain Sprocket 19 Teeth Type B,SP35-19T-B,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,19.0,57.61,63.56,B,Finished Bore,40.3,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0125,Sprocket,ANSI #35,SP35-21T-A,#35 Chain Sprocket 21 Teeth Type A,SP35-21T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,21.0,63.67,69.62,A,Plain Bore,38.2,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0126,Sprocket,ANSI #35,SP35-21T-B,#35 Chain Sprocket 21 Teeth Type B,SP35-21T-B,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,21.0,63.67,69.62,B,Finished Bore,44.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0127,Sprocket,ANSI #35,SP35-25T-A,#35 Chain Sprocket 25 Teeth Type A,SP35-25T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,25.0,75.8,81.75,A,Plain Bore,45.5,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0128,Sprocket,ANSI #35,SP35-25T-B,#35 Chain Sprocket 25 Teeth Type B,SP35-25T-B,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,25.0,75.8,81.75,B,Finished Bore,53.1,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
TSK_0129,Sprocket,ANSI #35,SP35-30T-A,#35 Chain Sprocket 30 Teeth Type A,SP35-30T-A,9.525,,,,,,S45C Carbon Steel,-20°C to 120°C,,"Precision Machined, ANSI Standard, Induction Hardened Teeth","General Power Transmission, Conveyor Drives, Industrial Machinery",,,,#35,30.0,90.96,96.91,A,Plain Bore,54.6,HRC25-35,,,,,,,,,,,,,,,,,,,,,,
